beat_index,sample,ms,cluster
232,75689,252296.66666666666,1
233,76003,253343.33333333334,1
234,76312,254373.33333333334,1
235,76624,255413.3333333333,1
236,76933,256443.3333333333,1
237,77236,257453.3333333333,1
238,77538,258459.99999999997,1
239,77849,259496.66666666666,1
240,78166,260553.33333333334,1
241,78489,261630.0,1
242,78810,262700.0,1
243,79136,263786.6666666667,1
244,79469,264896.6666666666,1
245,79794,265980.0,1
246,80120,267066.6666666667,1
247,80445,268150.0,1
248,80762,269206.6666666666,1
249,81075,270250.0,1
250,81396,271320.0,1
251,81723,272410.0,1
252,82050,273500.0,1
253,82371,274570.0,1
254,82704,275680.0,1
255,83040,276800.0,1
256,83366,277886.6666666666,1
257,83696,278986.6666666667,1
258,84029,280096.6666666667,1
259,84361,281203.3333333333,1
260,84685,282283.3333333334,1
261,85012,283373.3333333333,1
262,85343,284476.6666666667,1
263,85667,285556.6666666667,1
264,85995,286650.0,1
265,86323,287743.3333333333,1
266,86643,288810.0,1
267,86969,289896.6666666666,1
268,87296,290986.6666666667,1
269,87617,292056.6666666667,1
270,87931,293103.3333333334,1
271,88252,294173.3333333334,1
272,88573,295243.3333333333,1
273,88893,296310.0,1
274,89217,297390.0,1
275,89541,298470.0,1
276,89859,299530.0,1
277,90169,300563.3333333333,1
278,90484,301613.3333333334,1
279,90804,302680.0,1
280,91122,303740.0,1
281,91430,304766.6666666666,1
282,91740,305800.0,1
283,92055,306850.0,1
284,92362,307873.3333333333,1
285,92656,308853.3333333334,1
286,92937,309790.0,1
287,93142,310473.3333333334,2
288,93487,311623.3333333333,1
289,93768,312560.0,1
290,94042,313473.3333333334,1
291,94312,314373.3333333333,1
292,94580,315266.6666666666,1
293,94845,316150.0,1
294,95109,317030.0,1
295,95371,317903.3333333333,1
296,95632,318773.3333333333,1
297,95888,319626.6666666667,1
298,96142,320473.3333333334,1
299,96393,321310.0,1
300,96645,322150.0,1
301,96892,322973.3333333334,1
302,97141,323803.3333333333,1
303,97390,324633.3333333333,1
304,97636,325453.3333333333,1
305,97883,326276.6666666666,1
306,98129,327096.6666666667,1
307,98374,327913.3333333334,1
308,98619,328730.0,1
309,98864,329546.6666666667,1
310,99108,330360.0,1
311,99357,331190.0,1
312,99611,332036.6666666667,1
313,99873,332910.0,1
314,100140,333800.0,1
315,100420,334733.3333333334,1
316,100708,335693.3333333333,1
317,100997,336656.6666666667,1
318,101294,337646.6666666666,1
319,101592,338640.0,1
320,101888,339626.6666666667,1
321,102188,340626.6666666667,1
322,102490,341633.3333333333,1
323,102789,342630.0,1
324,103090,343633.3333333333,1
325,103392,344640.0,1
326,103695,345650.0,1
327,103994,346646.6666666666,1
328,104295,347650.0,1
329,104595,348650.0,1
330,104888,349626.6666666667,1
331,105187,350623.3333333333,1
332,105488,351626.6666666667,1
333,105785,352616.6666666667,1
334,106081,353603.3333333334,1
335,106365,354550.0,1
336,106650,355500.0,1
337,106933,356443.3333333333,1
338,107216,357386.6666666666,1
339,107495,358316.6666666667,1
340,107779,359263.3333333333,1
341,108061,360203.3333333333,1
342,108343,361143.3333333333,1
343,108620,362066.6666666667,1
344,108898,362993.3333333333,1
345,109176,363920.0,1
346,109467,364890.0,1
347,109763,365876.6666666667,1
348,110075,366916.6666666667,1
349,110394,367980.0,1
350,110711,369036.6666666667,1
351,111034,370113.3333333334,1
352,111353,371176.6666666667,1
353,111673,372243.3333333333,1
354,111992,373306.6666666667,1
355,112310,374366.6666666667,1
356,112625,375416.6666666667,1
357,112931,376436.6666666667,1
358,113229,377430.0,1
359,113542,378473.3333333334,1
360,113858,379526.6666666666,1
361,114169,380563.3333333333,1
362,114489,381630.0,1
363,114810,382700.0,1
364,115122,383740.0,1
365,115433,384776.6666666666,1
366,115749,385830.0,1
367,116064,386880.0,1
368,116385,387950.0,1
369,116706,389020.0,1
370,117028,390093.3333333333,1
371,117348,391160.0,1
372,117668,392226.6666666667,1
373,117976,393253.3333333333,1
374,118283,394276.6666666666,1
375,118588,395293.3333333334,1
376,118888,396293.3333333334,1
377,119194,397313.3333333333,1
378,119500,398333.3333333333,1
379,119805,399350.0,1
380,120118,400393.3333333333,1
381,120429,401430.0,1
382,120736,402453.3333333333,1
383,120993,403310.0,1
384,121370,404566.6666666667,1
385,121681,405603.3333333334,1
386,122002,406673.3333333334,1
387,122302,407673.3333333334,1
388,122609,408696.6666666667,1
389,122915,409716.6666666666,1
390,123224,410746.6666666667,1
391,123525,411750.0,1
392,123731,412436.6666666667,2
393,124145,413816.6666666667,1
394,124458,414860.0,1
395,124760,415866.6666666667,1
396,125068,416893.3333333333,1
397,125380,417933.3333333333,1
398,125686,418953.3333333333,1
399,125993,419976.6666666667,1
400,126303,421010.0,1
401,126599,421996.6666666667,1
402,126900,423000.0,1
403,127199,423996.6666666667,1
404,127501,425003.3333333333,1
405,127802,426006.6666666667,1
406,128099,426996.6666666667,1
407,128391,427970.0,1
408,128682,428940.0,1
409,128972,429906.6666666667,1
410,129267,430890.0,1
411,129577,431923.3333333334,1
412,129878,432926.6666666667,1
413,130190,433966.6666666666,1
414,130496,434986.6666666667,1
415,130798,435993.3333333333,1
416,131094,436980.0,1
417,131384,437946.6666666667,1
418,131674,438913.3333333334,1
419,131961,439870.0,1
420,132239,440796.6666666667,1
421,132519,441730.0,1
422,132797,442656.6666666667,1
423,133075,443583.3333333333,1
424,133355,444516.6666666666,1
425,133641,445470.0,1
426,133931,446436.6666666667,1
427,134227,447423.3333333334,1
428,134529,448430.0,1
429,134834,449446.6666666667,1
430,135129,450430.0,1
431,135432,451440.0,1
432,135737,452456.6666666666,1
433,136043,453476.6666666667,1
434,136350,454500.0,1
435,136656,455520.0,1
436,136964,456546.6666666667,1
437,137270,457566.6666666667,1
438,137568,458560.0,1
439,137877,459590.0,1
440,138184,460613.3333333334,1
441,138483,461610.0,1
442,138784,462613.3333333334,1
443,139078,463593.3333333333,1
444,139367,464556.6666666667,1
445,139662,465540.0,1
446,139959,466530.0,1
447,140254,467513.3333333333,1
448,140556,468520.0,1
449,140870,469566.6666666667,1
450,141183,470610.0,1
451,141492,471640.0,1
452,141803,472676.6666666667,1
453,142114,473713.3333333333,1
454,142418,474726.6666666667,1
455,142715,475716.6666666666,1
456,143022,476740.0,1
457,143331,477770.0,1
458,143634,478780.0,1
459,143944,479813.3333333333,1
460,144256,480853.3333333334,1
461,144559,481863.3333333334,1
462,144865,482883.3333333333,1
463,145174,483913.3333333334,1
464,145472,484906.6666666667,1
465,145782,485940.0,1
466,146092,486973.3333333334,1
467,146395,487983.3333333334,1
468,146703,489010.0,1
469,147018,490060.0,1
470,147319,491063.3333333333,1
471,147603,492010.0,1
472,147880,492933.3333333333,1
473,148155,493850.0,1
474,148429,494763.3333333333,1
475,148702,495673.3333333334,1
476,148970,496566.6666666667,1
477,149235,497450.0,1
478,149493,498310.0,1
479,149747,499156.6666666667,1
480,150001,500003.3333333333,1
481,150252,500840.0,1
482,150502,501673.3333333334,1
483,150756,502520.0,1
484,151017,503390.0,1
485,151282,504273.3333333333,1
486,151555,505183.3333333333,1
487,151848,506160.0,1
488,152152,507173.3333333334,1
489,152462,508206.6666666666,1
490,152787,509290.0,1
491,153128,510426.6666666667,1
492,153462,511540.0,1
493,153808,512693.3333333334,1
494,154153,513843.3333333334,1
495,154486,514953.3333333334,1
496,154822,516073.3333333334,1
497,155158,517193.3333333334,1
498,155480,518266.6666666666,1
499,155809,519363.3333333334,1
500,156141,520470.0,1
501,156472,521573.3333333334,1
502,156790,522633.3333333333,1
503,157125,523750.0,1
504,157457,524856.6666666666,1
505,157771,525903.3333333333,1
506,158093,526976.6666666667,1
507,158401,528003.3333333334,1
508,158694,528980.0,1
509,158993,529976.6666666667,1
510,159288,530960.0,1
511,159577,531923.3333333333,1
512,159873,532910.0,1
513,160176,533920.0,1
514,160474,534913.3333333333,1
515,160776,535920.0,1
516,161076,536920.0,1
517,161363,537876.6666666666,1
518,161649,538830.0,1
519,161932,539773.3333333333,1
520,162211,540703.3333333334,1
521,162497,541656.6666666666,1
522,162791,542636.6666666666,1
523,163094,543646.6666666666,1
524,163392,544640.0,1
525,163696,545653.3333333333,1
526,164000,546666.6666666666,1
527,164304,547680.0,1
528,164607,548690.0,1
529,164913,549710.0,1
530,165215,550716.6666666667,1
531,165511,551703.3333333334,1
532,165814,552713.3333333334,1
533,166118,553726.6666666667,1
534,166426,554753.3333333334,1
535,166648,555493.3333333334,2
536,167043,556810.0,1
537,167349,557830.0,1
538,167655,558850.0,1
539,167959,559863.3333333334,1
540,168261,560870.0,1
541,168572,561906.6666666666,1
542,168880,562933.3333333333,1
543,169182,563940.0,1
544,169490,564966.6666666667,1
545,169790,565966.6666666667,1
546,170074,566913.3333333333,1
547,170360,567866.6666666666,1
548,170648,568826.6666666667,1
549,170929,569763.3333333334,1
550,171217,570723.3333333334,1
551,171513,571710.0,1
552,171804,572680.0,1
553,172105,573683.3333333333,1
554,172412,574706.6666666667,1
555,172713,575710.0,1
556,173025,576750.0,1
557,173336,577786.6666666666,1
558,173639,578796.6666666666,1
559,173851,579503.3333333334,2
560,174260,580866.6666666666,1
561,174564,581880.0,1
562,174877,582923.3333333333,1
563,175190,583966.6666666667,1
564,175494,584980.0,1
565,175790,585966.6666666667,1
566,176075,586916.6666666666,1
567,176354,587846.6666666667,1
568,176628,588760.0,1
569,176901,589670.0,1
570,177180,590600.0,1
571,177463,591543.3333333333,1
572,177756,592520.0,1
573,178054,593513.3333333334,1
574,178357,594523.3333333333,1
575,178679,595596.6666666667,1
576,179011,596703.3333333334,1
577,179174,597246.6666666666,4
578,179571,598570.0,1
579,179883,599610.0,1
580,180185,600616.6666666666,1
581,180488,601626.6666666666,1
582,180794,602646.6666666666,1
583,181100,603666.6666666666,1
584,181411,604703.3333333334,1
585,181734,605780.0,1
586,182053,606843.3333333334,1
587,182370,607900.0,1
588,182699,608996.6666666666,1
589,183027,610090.0,1
590,183343,611143.3333333334,1
591,183675,612250.0,1
592,184009,613363.3333333334,1
593,184331,614436.6666666666,1
594,184665,615550.0,1
595,185000,616666.6666666666,1
596,185306,617686.6666666666,1
597,185614,618713.3333333334,1
598,185917,619723.3333333334,1
599,186217,620723.3333333334,1
600,186525,621750.0,1
601,186839,622796.6666666666,1
602,187146,623820.0,1
603,187462,624873.3333333334,1
604,187781,625936.6666666666,1
605,188088,626960.0,1
606,188404,628013.3333333334,1
607,188723,629076.6666666667,1
608,189033,630110.0,1
609,189346,631153.3333333333,1
610,189667,632223.3333333334,1
611,189985,633283.3333333333,1
612,190297,634323.3333333334,1
613,190619,635396.6666666666,1
614,190927,636423.3333333333,1
615,191230,637433.3333333333,1
616,191543,638476.6666666667,1
617,191857,639523.3333333333,1
618,192164,640546.6666666666,1
619,192482,641606.6666666666,1
620,192810,642700.0,1
621,193126,643753.3333333334,1
622,193446,644820.0,1
623,193769,645896.6666666666,1
624,194080,646933.3333333333,1
625,194390,647966.6666666667,1
626,194705,649016.6666666666,1
627,195015,650050.0,1
628,195326,651086.6666666667,1
629,195647,652156.6666666666,1
630,195973,653243.3333333334,1
631,196280,654266.6666666666,1
632,196590,655300.0,1
633,196905,656350.0,1
634,197212,657373.3333333334,1
635,197530,658433.3333333333,1
636,197859,659530.0,1
637,198174,660580.0,1
638,198493,661643.3333333334,1
639,198815,662716.6666666667,1
640,199132,663773.3333333333,1
641,199453,664843.3333333334,1
642,199778,665926.6666666666,1
643,200088,666960.0,1
644,200411,668036.6666666666,1
645,200740,669133.3333333334,1
646,201056,670186.6666666666,1
647,201376,671253.3333333334,1
648,201698,672326.6666666667,1
649,202009,673363.3333333334,1
650,202319,674396.6666666666,1
651,202615,675383.3333333334,1
652,202912,676373.3333333334,1
653,203211,677370.0,1
654,203515,678383.3333333334,1
655,203814,679380.0,1
656,204122,680406.6666666666,1
657,204430,681433.3333333333,1
658,204728,682426.6666666666,1
659,205034,683446.6666666667,1
660,205343,684476.6666666667,1
661,205645,685483.3333333334,1
662,205953,686510.0,1
663,206269,687563.3333333334,1
664,206576,688586.6666666667,1
665,206890,689633.3333333334,1
666,207208,690693.3333333334,1
667,207516,691720.0,1
668,207831,692770.0,1
669,208152,693840.0,1
670,208464,694880.0,1
671,208763,695876.6666666666,1
672,209070,696900.0,1
673,209379,697930.0,1
674,209682,698940.0,1
675,209989,699963.3333333334,1
676,210297,700990.0,1
677,210601,702003.3333333334,1
678,210910,703033.3333333333,1
679,211227,704090.0,1
680,211530,705100.0,1
681,211828,706093.3333333334,1
682,212128,707093.3333333334,1
683,212422,708073.3333333334,1
684,212631,708770.0,2
685,213037,710123.3333333334,1
686,213335,711116.6666666666,1
687,213644,712146.6666666666,1
688,213948,713160.0,1
689,214239,714130.0,1
690,214537,715123.3333333334,1
691,214838,716126.6666666666,1
692,215136,717120.0,1
693,215444,718146.6666666666,1
694,215759,719196.6666666667,1
695,216062,720206.6666666667,1
696,216376,721253.3333333334,1
697,216692,722306.6666666666,1
698,216995,723316.6666666667,1
699,217309,724363.3333333334,1
700,217612,725373.3333333334,1
701,217902,726340.0,1
702,218175,727250.0,1
703,218445,728150.0,1
704,218719,729063.3333333334,1
705,218990,729966.6666666667,1
706,219264,730880.0,1
707,219541,731803.3333333333,1
708,219819,732730.0,1
709,220089,733630.0,1
710,220355,734516.6666666666,1
711,220618,735393.3333333334,1
712,220879,736263.3333333334,1
713,221138,737126.6666666666,1
714,221397,737990.0,1
715,221659,738863.3333333334,1
716,221921,739736.6666666666,1
717,222187,740623.3333333334,1
718,222454,741513.3333333334,1
719,222730,742433.3333333333,1
720,223007,743356.6666666666,1
721,223297,744323.3333333334,1
722,223587,745290.0,1
723,223872,746240.0,1
724,224166,747220.0,1
725,224466,748220.0,1
726,224768,749226.6666666667,1
727,225068,750226.6666666667,1
728,225357,751190.0,1
729,225647,752156.6666666666,1
730,225944,753146.6666666666,1
731,226239,754130.0,1
732,226543,755143.3333333334,1
733,226847,756156.6666666666,1
734,227158,757193.3333333334,1
735,227471,758236.6666666666,1
736,227785,759283.3333333333,1
737,228104,760346.6666666667,1
738,228414,761380.0,1
739,228731,762436.6666666666,1
740,229044,763480.0,1
741,229346,764486.6666666666,1
742,229656,765520.0,1
743,229965,766550.0,1
744,230267,767556.6666666666,1
745,230574,768580.0,1
746,230877,769590.0,1
747,231173,770576.6666666667,1
748,231476,771586.6666666667,1
749,231774,772580.0,1
750,232065,773550.0,1
751,232357,774523.3333333333,1
752,232652,775506.6666666666,1
753,232941,776470.0,1
754,233241,777470.0,1
755,233554,778513.3333333334,1
756,233860,779533.3333333333,1
757,234172,780573.3333333334,1
758,234493,781643.3333333334,1
759,234813,782710.0,1
760,235124,783746.6666666666,1
761,235446,784820.0,1
762,235767,785890.0,1
763,236078,786926.6666666666,1
764,236397,787990.0,1
765,236720,789066.6666666667,1
766,237034,790113.3333333334,1
767,237356,791186.6666666666,1
768,237679,792263.3333333334,1
769,237992,793306.6666666666,1
770,238309,794363.3333333334,1
771,238629,795430.0,1
772,238939,796463.3333333334,1
773,239256,797520.0,1
774,239570,798566.6666666667,1
775,239877,799590.0,1
776,240184,800613.3333333334,1
777,240499,801663.3333333333,1
778,240804,802680.0,1
779,241104,803680.0,1
780,241410,804700.0,1
781,241703,805676.6666666666,1
782,242008,806693.3333333334,1
783,242249,807496.6666666666,1
784,242633,808776.6666666666,1
785,242940,809800.0,1
786,243256,810853.3333333334,1
787,243564,811880.0,1
788,243865,812883.3333333334,1
789,244176,813920.0,1
790,244493,814976.6666666667,1
791,244801,816003.3333333334,1
792,245116,817053.3333333333,1
793,245438,818126.6666666666,1
794,245751,819170.0,1
795,246063,820210.0,1
796,246383,821276.6666666666,1
797,246706,822353.3333333334,1
798,247013,823376.6666666666,1
799,247327,824423.3333333333,1
800,247646,825486.6666666666,1
801,247955,826516.6666666666,1
802,248273,827576.6666666667,1
803,248595,828650.0,1
804,248913,829710.0,1
805,249222,830740.0,1
806,249538,831793.3333333333,1
807,249852,832840.0,1
808,250158,833860.0,1
809,250472,834906.6666666666,1
810,250781,835936.6666666666,1
811,251081,836936.6666666666,1
812,251389,837963.3333333334,1
813,251703,839010.0,1
814,252007,840023.3333333333,1
815,252321,841070.0,1
816,252639,842130.0,1
817,252947,843156.6666666666,1
818,253257,844190.0,1
819,253555,845183.3333333333,1
820,253853,846176.6666666666,1
821,254146,847153.3333333333,1
822,254435,848116.6666666666,1
823,254731,849103.3333333334,1
824,255031,850103.3333333334,1
825,255327,851090.0,1
826,255630,852100.0,1
827,255939,853130.0,1
828,256240,854133.3333333334,1
829,256547,855156.6666666666,1
830,256856,856186.6666666666,1
831,257162,857206.6666666667,1
832,257473,858243.3333333334,1
833,257792,859306.6666666666,1
834,258100,860333.3333333334,1
835,258412,861373.3333333334,1
836,258720,862400.0,1
837,259016,863386.6666666666,1
838,259318,864393.3333333334,1
839,259621,865403.3333333333,1
840,259917,866390.0,1
841,260219,867396.6666666666,1
842,260531,868436.6666666666,1
843,260840,869466.6666666667,1
844,261151,870503.3333333334,1
845,261465,871550.0,1
846,261772,872573.3333333334,1
847,262087,873623.3333333334,1
848,262404,874680.0,1
849,262711,875703.3333333334,1
850,263024,876746.6666666666,1
851,263347,877823.3333333334,1
852,263664,878880.0,1
853,263975,879916.6666666666,1
854,264292,880973.3333333334,1
855,264608,882026.6666666666,1
856,264921,883070.0,1
857,265232,884106.6666666666,1
858,265554,885180.0,1
859,265876,886253.3333333334,1
860,266186,887286.6666666666,1
861,266504,888346.6666666667,1
862,266819,889396.6666666666,1
863,267128,890426.6666666666,1
864,267440,891466.6666666667,1
865,267754,892513.3333333334,1
866,268078,893593.3333333334,1
867,268392,894640.0,1
868,268722,895740.0,1
869,269053,896843.3333333334,1
870,269373,897910.0,1
871,269702,899006.6666666666,1
872,270033,900110.0,1
873,270355,901183.3333333333,1
874,270673,902243.3333333334,1
875,270994,903313.3333333334,1
876,271312,904373.3333333334,1
877,271621,905403.3333333333,1
878,271937,906456.6666666667,1
879,272260,907533.3333333333,1
880,272570,908566.6666666667,1
881,272885,909616.6666666666,1
882,273210,910700.0,1
883,273522,911740.0,1
884,273833,912776.6666666666,1
885,274151,913836.6666666667,1
886,274457,914856.6666666666,1
887,274765,915883.3333333334,1
888,275072,916906.6666666666,1
889,275378,917926.6666666666,1
890,275676,918920.0,1
891,275978,919926.6666666666,1
892,276283,920943.3333333334,1
893,276578,921926.6666666666,1
894,276880,922933.3333333333,1
895,277182,923940.0,1
896,277479,924930.0,1
897,277785,925950.0,1
898,278088,926960.0,1
899,278388,927960.0,1
900,278697,928990.0,1
901,279017,930056.6666666666,1
902,279328,931093.3333333334,1
903,279646,932153.3333333333,1
904,279965,933216.6666666667,1
905,280277,934256.6666666666,1
906,280589,935296.6666666666,1
907,280906,936353.3333333334,1
908,281216,937386.6666666666,1
909,281519,938396.6666666666,1
910,281827,939423.3333333333,1
911,282134,940446.6666666667,1
912,282431,941436.6666666666,1
913,282730,942433.3333333333,1
914,283035,943450.0,1
915,283334,944446.6666666667,1
916,283635,945450.0,1
917,283839,946130.0,2
918,284216,947386.6666666666,1
919,284507,948356.6666666666,1
920,284786,949286.6666666666,3
921,285054,950180.0,1
922,285319,951063.3333333334,1
923,285589,951963.3333333334,1
924,285858,952860.0,1
925,286127,953756.6666666666,1
926,286396,954653.3333333333,1
927,286666,955553.3333333333,1
928,286942,956473.3333333334,1
929,287223,957410.0,1
930,287508,958360.0,1
931,287804,959346.6666666667,1
932,288111,960370.0,1
933,288423,961410.0,1
934,288732,962440.0,1
935,289048,963493.3333333334,1
936,289364,964546.6666666666,1
937,289676,965586.6666666667,1
938,289985,966616.6666666666,1
939,290297,967656.6666666666,1
940,290604,968680.0,1
941,290914,969713.3333333334,1
942,291218,970726.6666666667,1
943,291533,971776.6666666666,1
944,291840,972800.0,1
945,292148,973826.6666666667,1
946,292463,974876.6666666666,1
947,292770,975900.0,1
948,293071,976903.3333333333,1
949,293376,977920.0,1
950,293673,978910.0,1
951,293970,979900.0,1
952,294270,980900.0,1
953,294573,981910.0,1
954,294871,982903.3333333333,1
955,295174,983913.3333333333,1
956,295480,984933.3333333333,1
957,295768,985893.3333333334,1
958,296060,986866.6666666666,1
959,296347,987823.3333333334,1
960,296634,988780.0,1
961,296923,989743.3333333334,1
962,297207,990690.0,1
963,297492,991640.0,1
964,297775,992583.3333333334,1
965,298061,993536.6666666666,1
966,298350,994500.0,1
967,298650,995500.0,1
968,298959,996530.0,1
969,299263,997543.3333333333,1
970,299576,998586.6666666667,1
971,299891,999636.6666666666,1
972,300197,1000656.6666666666,1
973,300509,1001696.6666666667,1
974,300823,1002743.3333333334,1
975,301128,1003760.0,1
976,301435,1004783.3333333333,1
977,301748,1005826.6666666667,1
978,302053,1006843.3333333334,1
979,302369,1007896.6666666666,1
980,302688,1008960.0,1
981,302998,1009993.3333333334,1
982,303310,1011033.3333333333,1
983,303619,1012063.3333333334,1
984,303921,1013070.0,1
985,304234,1014113.3333333334,1
986,304546,1015153.3333333333,1
987,304850,1016166.6666666666,1
988,305161,1017203.3333333334,1
989,305476,1018253.3333333334,1
990,305781,1019270.0,1
991,306092,1020306.6666666666,1
992,306408,1021360.0,1
993,306711,1022370.0,1
994,307019,1023396.6666666666,1
995,307326,1024420.0000000001,1
996,307623,1025410.0000000001,1
